Ulale|Other description|2024-01-23T15:14:12.769Z|Cologne|/some/photo/preview.jpg;/some/photo/preview3.jpg;/some/photo/preview3.jpg|photo3.jpg;photo3.jpg|false|false|2|room|4|10|42450|Air conditioning;Washer;Fridge;Air conditioning;Towels|Some User Three||50.938361;6.959974
Shale|Another one descriiption|2024-01-23T15:14:12.770Z|Cologne|/some/photo/preview2.jpg|photo4.jpg;photo4.jpg;photo3.jpg|true|false|4|room|4|8|83635|Washer;Towels;friendly workspace;Fridge;Towels;Washer|Some User 2||50.938361;6.959974
Farfale|Another one descriiption|2024-01-23T15:14:12.770Z|Dusseldorf|/some/photo/preview.jpg;/some/photo/preview3.jpg;/some/photo/preview2.jpg|photo4.jpg;photo3.jpg|true|false|1|room|2|4|80744||Some User One||51.225402;6.776314
Shale|Another one descriiption|2024-01-23T15:14:12.770Z|Hamburg|/some/photo/preview2.jpg;/some/photo/preview4.jpg;/some/photo/preview2.jpg|photo3.jpg|true|false|3|room|4|7|94829|Fridge|Some User One||53.550341;10.000654
Farfale|Other description|2024-01-23T15:14:12.770Z|Cologne|/some/photo/preview2.jpg|photo2.jpg;photo4.jpg|false|false|1|apartment|5|6|84777|Air conditioning;Breakfast;Fridge;Washer|Some User One||50.938361;6.959974
Ulale|Other description|2024-01-23T15:14:12.770Z|Cologne|/some/photo/preview.jpg;/some/photo/preview3.jpg;/some/photo/preview3.jpg|photo2.jpg|false|true|5|house|2|8|94471|Baby seat;Towels|Some User Three||50.938361;6.959974
Shale|Another one descriiption|2024-01-23T15:14:12.770Z|Paris|/some/photo/preview3.jpg;/some/photo/preview2.jpg;/some/photo/preview3.jpg|photo4.jpg;photo4.jpg|true|false|4|house|2|5|23675|Fridge;Baby seat;Air conditioning;Baby seat;Fridge|Some User 2||48.85661;2.351499
Farfale|Some text description|2024-01-23T15:14:12.770Z|Cologne|/some/photo/preview4.jpg;/some/photo/preview4.jpg;/some/photo/preview3.jpg||false|true|1|hotel|7|1|20856||Some User 2||50.938361;6.959974
Farfale|Other description|2024-01-23T15:14:12.770Z|Paris|/some/photo/preview2.jpg;/some/photo/preview.jpg;/some/photo/preview.jpg|photo4.jpg|true|true|3|apartment|2|10|92159|Towels;friendly workspace;Air conditioning;Air conditioning;Breakfast;friendly workspace|Some User One||48.85661;2.351499
Farfale|Some text description|2024-01-23T15:14:12.770Z|Brussels|/some/photo/preview3.jpg;/some/photo/preview2.jpg;/some/photo/preview2.jpg|photo1.jpg;photo4.jpg|true|false|5|hotel|3|9|24624||Some User One||50.846557;4.351697
Ulale|Other description|2024-01-23T15:14:12.770Z|Brussels|/some/photo/preview3.jpg;/some/photo/preview2.jpg|photo3.jpg;photo3.jpg|false|false|2|house|2|4|93287|Washer;Washer;Towels;Breakfast;Washer|Some User One||50.846557;4.351697
Shale|Some text description|2024-01-23T15:14:12.770Z|Amsterdam|/some/photo/preview4.jpg;/some/photo/preview.jpg|photo3.jpg|true|true|3|hotel|2|1|54871|friendly workspace;Air conditioning;Towels;Fridge|Some User One||52.370216;4.895168
Ulale|Another one descriiption|2024-01-23T15:14:12.770Z|Hamburg|/some/photo/preview3.jpg;/some/photo/preview2.jpg|photo4.jpg;photo1.jpg;photo2.jpg|true|true|5|house|3|1|99009|Baby seat;Baby seat|Some User 2||53.550341;10.000654
Shale|Some text description|2024-01-23T15:14:12.770Z|Hamburg|||false|false|2|room|6|5|6339|Towels;Towels;Washer;Washer;Washer;Towels|Some User 2||53.550341;10.000654
Farfale|Another one descriiption|2024-01-23T15:14:12.770Z|Hamburg|/some/photo/preview2.jpg;/some/photo/preview4.jpg;/some/photo/preview4.jpg|photo1.jpg;photo2.jpg;photo2.jpg|true|false|4|hotel|6|5|7940|Towels;friendly workspace;Air conditioning|Some User 2||53.550341;10.000654
Shale|Another one descriiption|2024-01-23T15:14:12.770Z|Dusseldorf||photo1.jpg|false|false|2|house|5|2|4877|friendly workspace;Washer;Baby seat;Fridge;Baby seat;Air conditioning|Some User One||51.225402;6.776314
Farfale|Another one descriiption|2024-01-23T15:14:12.770Z|Hamburg|/some/photo/preview4.jpg|photo1.jpg;photo1.jpg|true|false|1|apartment|8|5|84778|friendly workspace;Washer;Baby seat;Washer|Some User 2||53.550341;10.000654
Shale|Other description|2024-01-23T15:14:12.770Z|Paris||photo3.jpg|true|true|1|hotel|2|7|91752|Baby seat;Fridge;Washer;Baby seat;Baby seat|Some User Three||48.85661;2.351499
Shale|Other description|2024-01-23T15:14:12.770Z|Dusseldorf||photo2.jpg;photo2.jpg;photo3.jpg|true|false|5|room|7|4|98540|Fridge;Fridge;Washer|Some User 2||51.225402;6.776314
Farfale|Some text description|2024-01-23T15:14:12.770Z|Brussels|/some/photo/preview.jpg|photo3.jpg;photo2.jpg;photo2.jpg|false|true|2|house|8|10|20176|Washer;Air conditioning;Breakfast;friendly workspace|Some User One||50.846557;4.351697
Ulale|Other description|2024-01-23T15:14:12.770Z|Dusseldorf||photo1.jpg;photo3.jpg|true|false|1|hotel|7|7|32061|Baby seat;Baby seat;Baby seat|Some User 2||51.225402;6.776314
Farfale|Another one descriiption|2024-01-23T15:14:12.770Z|Brussels||photo2.jpg;photo2.jpg;photo2.jpg|false|false|3|room|5|7|26708|Washer|Some User One||50.846557;4.351697
Ulale|Another one descriiption|2024-01-23T15:14:12.770Z|Paris|/some/photo/preview2.jpg;/some/photo/preview3.jpg;/some/photo/preview2.jpg||false|false|2|apartment|5|3|20518|Baby seat;Towels;Fridge;friendly workspace|Some User Three||48.85661;2.351499
Farfale|Other description|2024-01-23T15:14:12.770Z|Hamburg|/some/photo/preview2.jpg;/some/photo/preview4.jpg;/some/photo/preview.jpg|photo1.jpg;photo3.jpg|true|false|4|house|8|3|88027|friendly workspace|Some User Three||53.550341;10.000654
Ulale|Some text description|2024-01-23T15:14:12.770Z|Paris|/some/photo/preview4.jpg|photo3.jpg|true|true|2|room|7|6|1481||Some User One||48.85661;2.351499
Farfale|Some text description|2024-01-23T15:14:12.770Z|Paris|/some/photo/preview.jpg;/some/photo/preview2.jpg;/some/photo/preview2.jpg|photo2.jpg;photo3.jpg;photo1.jpg|true|false|1|house|7|6|73961|Fridge;Fridge;Baby seat|Some User 2||48.85661;2.351499
Ulale|Another one descriiption|2024-01-23T15:14:12.770Z|Dusseldorf||photo3.jpg;photo1.jpg;photo2.jpg|true|false|3|room|5|1|73493|friendly workspace;Air conditioning;Air conditioning|Some User Three||51.225402;6.776314
Farfale|Another one descriiption|2024-01-23T15:14:12.770Z|Dusseldorf|/some/photo/preview2.jpg;/some/photo/preview.jpg;/some/photo/preview3.jpg||false|true|1|house|4|4|27983|Air conditioning;Washer;Air conditioning;Breakfast;friendly workspace;Breakfast|Some User 2||51.225402;6.776314
Farfale|Some text description|2024-01-23T15:14:12.770Z|Dusseldorf|/some/photo/preview.jpg;/some/photo/preview3.jpg;/some/photo/preview.jpg|photo2.jpg;photo3.jpg;photo3.jpg|true|true|1|apartment|5|1|98782|Towels;Baby seat;Breakfast;Breakfast;friendly workspace;Baby seat|Some User 2||51.225402;6.776314
Shale|Some text description|2024-01-23T15:14:12.770Z|Dusseldorf|/some/photo/preview3.jpg;/some/photo/preview.jpg|photo1.jpg;photo2.jpg|false|false|3|house|1|7|37516||Some User One||51.225402;6.776314
Shale|Some text description|2024-01-23T15:14:12.770Z|Cologne|/some/photo/preview.jpg|photo4.jpg;photo2.jpg;photo3.jpg|false|false|1|apartment|1|10|57103|Baby seat;Air conditioning;Air conditioning;Breakfast|Some User 2||50.938361;6.959974
Shale|Another one descriiption|2024-01-23T15:14:12.770Z|Cologne|/some/photo/preview.jpg;/some/photo/preview3.jpg;/some/photo/preview2.jpg|photo4.jpg|false|true|5|hotel|6|5|59754|friendly workspace;Fridge;Baby seat|Some User 2||50.938361;6.959974
Shale|Some text description|2024-01-23T15:14:12.770Z|Brussels|/some/photo/preview3.jpg;/some/photo/preview2.jpg|photo1.jpg;photo3.jpg;photo2.jpg|true|false|5|room|8|9|67498|Towels;Fridge|Some User One||50.846557;4.351697
Shale|Other description|2024-01-23T15:14:12.770Z|Dusseldorf|/some/photo/preview3.jpg;/some/photo/preview.jpg;/some/photo/preview4.jpg|photo3.jpg;photo3.jpg|false|false|2|room|1|9|26999|Fridge;friendly workspace;Towels;Baby seat;Breakfast|Some User Three||51.225402;6.776314
Ulale|Another one descriiption|2024-01-23T15:14:12.770Z|Hamburg|/some/photo/preview3.jpg|photo4.jpg;photo1.jpg|false|false|5|apartment|3|7|99894|Towels;Towels;friendly workspace;Air conditioning;Fridge;Fridge|Some User 2||53.550341;10.000654
Ulale|Other description|2024-01-23T15:14:12.771Z|Hamburg||photo3.jpg;photo3.jpg;photo2.jpg|true|false|3|apartment|2|7|27168|Washer;Air conditioning|Some User Three||53.550341;10.000654
Ulale|Some text description|2024-01-23T15:14:12.771Z|Amsterdam|/some/photo/preview2.jpg|photo3.jpg;photo3.jpg|false|false|2|house|6|6|11448|Baby seat;Towels;Baby seat;Breakfast|Some User One||52.370216;4.895168
Farfale|Other description|2024-01-23T15:14:12.771Z|Brussels|/some/photo/preview4.jpg;/some/photo/preview3.jpg|photo4.jpg;photo4.jpg|false|true|2|apartment|2|1|30741|Air conditioning;Fridge|Some User Three||50.846557;4.351697
Ulale|Some text description|2024-01-23T15:14:12.771Z|Paris|/some/photo/preview.jpg;/some/photo/preview.jpg;/some/photo/preview.jpg||false|true|3|hotel|5|1|95297||Some User 2||48.85661;2.351499
Farfale|Another one descriiption|2024-01-23T15:14:12.771Z|Dusseldorf|/some/photo/preview4.jpg;/some/photo/preview4.jpg||false|true|1|apartment|1|7|15780|Towels;friendly workspace|Some User 2||51.225402;6.776314
Farfale|Other description|2024-01-23T15:14:12.771Z|Amsterdam|/some/photo/preview4.jpg;/some/photo/preview4.jpg||true|true|5|apartment|7|3|2617|Washer;Fridge|Some User One||52.370216;4.895168
Ulale|Another one descriiption|2024-01-23T15:14:12.771Z|Amsterdam||photo1.jpg|true|false|3|room|7|5|4538|Fridge;Washer;Baby seat;friendly workspace|Some User Three||52.370216;4.895168
Farfale|Other description|2024-01-23T15:14:12.771Z|Dusseldorf|/some/photo/preview3.jpg;/some/photo/preview4.jpg|photo4.jpg|true|false|1|apartment|8|1|63942|Baby seat;Baby seat;Air conditioning;Fridge;Towels;Baby seat|Some User One||51.225402;6.776314
Ulale|Another one descriiption|2024-01-23T15:14:12.771Z|Hamburg|/some/photo/preview2.jpg||false|true|1|apartment|7|3|44607|Air conditioning;Breakfast;Washer;friendly workspace|Some User Three||53.550341;10.000654
Ulale|Some text description|2024-01-23T15:14:12.771Z|Paris|||false|true|1|apartment|5|3|81655|Breakfast;friendly workspace;Fridge|Some User Three||48.85661;2.351499
